"Year","Cluster","Indicator","Attribute","Value","Province","Area Council"
2025,"Energy","Household Electricity","battery lamp",4500,"Torba","Mota"
2025,"Energy","Household Electricity","battery lamp",4500,"Torba","East Gaua"
2025,"Energy","Household Electricity","battery lamp",4500,"Torba","West Gaua"
2025,"Energy","Household Electricity","battery lamp",4500,"Torba","Merelava"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","Luganville"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","North West Santo"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","Big Bay Coast"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","Big Bay Inland"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","West Santo"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","South Santo 1"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","South Santo 2"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","East Santo"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","South East Santo"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","Canal Fanafo"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","West Malo"
2025,"Energy","Household Electricity","battery lamp",4500,"Sanma","East Malo"
2025,"Energy","Household Electricity","battery lamp",4500,"Penama","West Ambae"
2025,"Energy","Household Electricity","battery lamp",4500,"Penama","North Ambae"
2025,"Energy","Household Electricity","battery lamp",4500,"Penama","East Ambae"
2025,"Energy","Household Electricity","battery lamp",4500,"Penama","South Ambae"
2025,"Energy","Household Electricity","battery lamp",4500,"Penama","North Maewo"
2025,"Energy","Household Electricity","battery lamp",4500,"Penama","South Maewo"
2025,"Energy","Household Electricity","battery lamp",4500,"Penama","North Pentecost"
2025,"Energy","Household Electricity","battery lamp",4500,"Penama","Central Pentecost 1"
2025,"Energy","Household Electricity","battery lamp",4500,"Penama","Central Pentecost 2"
2025,"Energy","Household Electricity","battery lamp",4500,"Penama","South Pentecost"
2025,"Energy","Household Electricity","battery lamp",4500,"Malampa","North West Malekula"
2025,"Energy","Household Electricity","battery lamp",4500,"Malampa","North East Malekula"
2025,"Energy","Household Electricity","battery lamp",4500,"Malampa","Central Malekula"
2025,"Energy","Household Electricity","battery lamp",4500,"Malampa","South West Malekula"
2025,"Energy","Household Electricity","battery lamp",4500,"Malampa","South East Malekula"
2025,"Energy","Household Electricity","battery lamp",4500,"Malampa","South Malekula"
2025,"Energy","Household Electricity","battery lamp",4500,"Malampa","North Ambrym"
2025,"Energy","Household Electricity","battery lamp",4500,"Malampa","West Ambrym"
2025,"Energy","Household Electricity","battery lamp",4500,"Malampa","South East Ambrym"
2025,"Energy","Household Electricity","battery lamp",4500,"Malampa","Paama"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Port Vila"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Vermali"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Vermaul"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Varisu"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","South Epi"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","North Tongoa"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Makimae"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Tongariki"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Nguna"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Emau"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Malorua"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","North Efate"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Mele"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Tanvasoko"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Ifira"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Pango"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Erakor"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Eratap"
2025,"Energy","Household Electricity","battery lamp",4500,"Shefa","Eton"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","North Erromango"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","South Erromango"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","Aniwa"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","North Tanna"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","West Tanna"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","Middle Bush Tanna"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","South West Tanna"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","Whitesands"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","South Tanna"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","Futuna"
2025,"Energy","Household Electricity","battery lamp",4500,"Tafea","Aneityum"
2025,"Energy","Household Electricity","solar system",85000,"Torba","Torres"
2025,"Energy","Household Electricity","solar system",85000,"Torba","Ureparapara"
2025,"Energy","Household Electricity","solar system",85000,"Torba","Motalava"
2025,"Energy","Household Electricity","solar system",85000,"Torba","East Vanualava"
2025,"Energy","Household Electricity","solar system",85000,"Torba","West Vanualava"
2025,"Energy","Household Electricity","solar system",85000,"Torba","Mota"
2025,"Energy","Household Electricity","solar system",85000,"Torba","East Gaua"
2025,"Energy","Household Electricity","solar system",85000,"Torba","West Gaua"
2025,"Energy","Household Electricity","solar system",85000,"Torba","Merelava"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","Luganville"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","North West Santo"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","Big Bay Coast"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","Big Bay Inland"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","West Santo"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","South Santo 1"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","South Santo 2"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","East Santo"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","South East Santo"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","Canal Fanafo"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","West Malo"
2025,"Energy","Household Electricity","solar system",85000,"Sanma","East Malo"
2025,"Energy","Household Electricity","solar system",85000,"Penama","West Ambae"
2025,"Energy","Household Electricity","solar system",85000,"Penama","North Ambae"
2025,"Energy","Household Electricity","solar system",85000,"Penama","East Ambae"
2025,"Energy","Household Electricity","solar system",85000,"Penama","South Ambae"
2025,"Energy","Household Electricity","solar system",85000,"Penama","North Maewo"
2025,"Energy","Household Electricity","solar system",85000,"Penama","South Maewo"
2025,"Energy","Household Electricity","solar system",85000,"Penama","North Pentecost"
2025,"Energy","Household Electricity","solar system",85000,"Penama","Central Pentecost 1"
2025,"Energy","Household Electricity","solar system",85000,"Penama","Central Pentecost 2"
2025,"Energy","Household Electricity","solar system",85000,"Penama","South Pentecost"
2025,"Energy","Household Electricity","solar system",85000,"Malampa","North West Malekula"
2025,"Energy","Household Electricity","solar system",85000,"Malampa","North East Malekula"
2025,"Energy","Household Electricity","solar system",85000,"Malampa","Central Malekula"
2025,"Energy","Household Electricity","solar system",85000,"Malampa","South West Malekula"
2025,"Energy","Household Electricity","solar system",85000,"Malampa","South East Malekula"
2025,"Energy","Household Electricity","solar system",85000,"Malampa","South Malekula"
2025,"Energy","Household Electricity","solar system",85000,"Malampa","North Ambrym"
2025,"Energy","Household Electricity","solar system",85000,"Malampa","West Ambrym"
2025,"Energy","Household Electricity","solar system",85000,"Malampa","South East Ambrym"
2025,"Energy","Household Electricity","solar system",85000,"Malampa","Paama"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Port Vila"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Vermali"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Vermaul"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Varisu"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","South Epi"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","North Tongoa"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Makimae"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Tongariki"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Nguna"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Emau"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Malorua"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","North Efate"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Mele"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Tanvasoko"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Ifira"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Pango"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Erakor"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Eratap"
2025,"Energy","Household Electricity","solar system",85000,"Shefa","Eton"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","North Erromango"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","South Erromango"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","Aniwa"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","North Tanna"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","West Tanna"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","Middle Bush Tanna"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","South West Tanna"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","Whitesands"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","South Tanna"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","Futuna"
2025,"Energy","Household Electricity","solar system",85000,"Tafea","Aneityum"
2025,"Energy","Household Electricity","generator",65000,"Torba","Torres"
2025,"Energy","Household Electricity","generator",65000,"Torba","Ureparapara"
2025,"Energy","Household Electricity","generator",65000,"Torba","Motalava"
2025,"Energy","Household Electricity","generator",65000,"Torba","East Vanualava"
2025,"Energy","Household Electricity","generator",65000,"Torba","West Vanualava"
2025,"Energy","Household Electricity","generator",65000,"Torba","Mota"
2025,"Energy","Household Electricity","generator",65000,"Torba","East Gaua"
2025,"Energy","Household Electricity","generator",65000,"Torba","West Gaua"
2025,"Energy","Household Electricity","generator",65000,"Torba","Merelava"
2025,"Energy","Household Electricity","generator",65000,"Sanma","Luganville"
2025,"Energy","Household Electricity","generator",65000,"Sanma","North West Santo"
2025,"Energy","Household Electricity","generator",65000,"Sanma","Big Bay Coast"
2025,"Energy","Household Electricity","generator",65000,"Sanma","Big Bay Inland"
2025,"Energy","Household Electricity","generator",65000,"Sanma","West Santo"
2025,"Energy","Household Electricity","generator",65000,"Sanma","South Santo 1"
2025,"Energy","Household Electricity","generator",65000,"Sanma","South Santo 2"
2025,"Energy","Household Electricity","generator",65000,"Sanma","East Santo"
2025,"Energy","Household Electricity","generator",65000,"Sanma","South East Santo"
2025,"Energy","Household Electricity","generator",65000,"Sanma","Canal Fanafo"
2025,"Energy","Household Electricity","generator",65000,"Sanma","West Malo"
2025,"Energy","Household Electricity","generator",65000,"Sanma","East Malo"
2025,"Energy","Household Electricity","generator",65000,"Penama","West Ambae"
2025,"Energy","Household Electricity","generator",65000,"Penama","North Ambae"
2025,"Energy","Household Electricity","generator",65000,"Penama","East Ambae"
2025,"Energy","Household Electricity","generator",65000,"Penama","South Ambae"
2025,"Energy","Household Electricity","generator",65000,"Penama","North Maewo"
2025,"Energy","Household Electricity","generator",65000,"Penama","South Maewo"
2025,"Energy","Household Electricity","generator",65000,"Penama","North Pentecost"
2025,"Energy","Household Electricity","generator",65000,"Penama","Central Pentecost 1"
2025,"Energy","Household Electricity","generator",65000,"Penama","Central Pentecost 2"
2025,"Energy","Household Electricity","generator",65000,"Penama","South Pentecost"
2025,"Energy","Household Electricity","generator",65000,"Malampa","North West Malekula"
2025,"Energy","Household Electricity","generator",65000,"Malampa","North East Malekula"
2025,"Energy","Household Electricity","generator",65000,"Malampa","Central Malekula"
2025,"Energy","Household Electricity","generator",65000,"Malampa","South West Malekula"
2025,"Energy","Household Electricity","generator",65000,"Malampa","South East Malekula"
2025,"Energy","Household Electricity","generator",65000,"Malampa","South Malekula"
2025,"Energy","Household Electricity","generator",65000,"Malampa","North Ambrym"
2025,"Energy","Household Electricity","generator",65000,"Malampa","West Ambrym"
2025,"Energy","Household Electricity","generator",65000,"Malampa","South East Ambrym"
2025,"Energy","Household Electricity","generator",65000,"Malampa","Paama"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Port Vila"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Vermali"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Vermaul"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Varisu"
2025,"Energy","Household Electricity","generator",65000,"Shefa","South Epi"
2025,"Energy","Household Electricity","generator",65000,"Shefa","North Tongoa"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Makimae"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Tongariki"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Nguna"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Emau"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Malorua"
2025,"Energy","Household Electricity","generator",65000,"Shefa","North Efate"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Mele"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Tanvasoko"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Ifira"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Pango"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Erakor"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Eratap"
2025,"Energy","Household Electricity","generator",65000,"Shefa","Eton"
2025,"Energy","Household Electricity","generator",65000,"Tafea","North Erromango"
2025,"Energy","Household Electricity","generator",65000,"Tafea","South Erromango"
