"Year","Month","Day","Baseline","Cluster","Indicator","Attribute","Hazard Type","Hazard Response & Recovery","Climate Change","Past Hazard Events","Blue Economy","Agriculture","International Trade","Measure","Country","National","Province","Area Council","Village","Unit","Source","Year Collected","Frequency Collection","Value"
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","Minsitry of Education and Training",2024,"Annually",9
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","Minsitry of Education and Training",2024,"Annually",6
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Shefa","Ifira",,"number","Minsitry of Education and Training",2024,"Annually",3
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","Minsitry of Education and Training",2024,"Annually",5
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","Minsitry of Education and Training",2024,"Annually",5
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Shefa","Pango",,"number","Minsitry of Education and Training",2024,"Annually",1
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","Minsitry of Education and Training",2024,"Annually",8
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","Minsitry of Education and Training",2024,"Annually",4
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Shefa","Erakor",,"number","Minsitry of Education and Training",2024,"Annually",2
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","Minsitry of Education and Training",2024,"Annually",13
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","Minsitry of Education and Training",2024,"Annually",7
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Shefa","Eratap",,"number","Minsitry of Education and Training",2024,"Annually",4
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","Minsitry of Education and Training",2024,"Annually",8
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","Minsitry of Education and Training",2024,"Annually",4
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Shefa","Eton",,"number","Minsitry of Education and Training",2024,"Annually",4
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","Minsitry of Education and Training",2024,"Annually",12
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","Minsitry of Education and Training",2024,"Annually",12
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","North Erromango",,"number","Minsitry of Education and Training",2024,"Annually",3
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","Minsitry of Education and Training",2024,"Annually",7
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","Minsitry of Education and Training",2024,"Annually",2
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","South Erromango",,"number","Minsitry of Education and Training",2024,"Annually",1
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","Minsitry of Education and Training",2024,"Annually",17
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","Minsitry of Education and Training",2024,"Annually",8
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","Aniwa",,"number","Minsitry of Education and Training",2024,"Annually",2
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","Minsitry of Education and Training",2024,"Annually",3
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","Minsitry of Education and Training",2024,"Annually",2
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","North Tanna",,"number","Minsitry of Education and Training",2024,"Annually",1
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","Minsitry of Education and Training",2024,"Annually",4
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","Minsitry of Education and Training",2024,"Annually",2
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","West Tanna",,"number","Minsitry of Education and Training",2024,"Annually",1
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","Minsitry of Education and Training",2024,"Annually",2
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","Minsitry of Education and Training",2024,"Annually",5
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","Middle Bush Tanna",,"number","Minsitry of Education and Training",2024,"Annually",1
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","Minsitry of Education and Training",2024,"Annually",20
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","Minsitry of Education and Training",2024,"Annually",9
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","South West Tanna",,"number","Minsitry of Education and Training",2024,"Annually",3
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","Whitesands",,"number","Minsitry of Education and Training",2024,"Annually",10
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","Whitesands",,"number","Minsitry of Education and Training",2024,"Annually",8
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","Whitesands",,"number","Minsitry of Education and Training",2024,"Annually",2
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","South Tanna",,"number","Minsitry of Education and Training",2024,"Annually",12
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","South Tanna",,"number","Minsitry of Education and Training",2024,"Annually",7
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","South Tanna",,"number","Minsitry of Education and Training",2024,"Annually",3
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","Futuna",,"number","Minsitry of Education and Training",2024,"Annually",16
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","Futuna",,"number","Minsitry of Education and Training",2024,"Annually",10
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","Futuna",,"number","Minsitry of Education and Training",2024,"Annually",3
2024,,,"Education",,"Number Schools","ecce",,,,,,,,,,"Vanuatu","Tafea","Aneityum",,"number","Minsitry of Education and Training",2024,"Annually",6
2024,,,"Education",,"Number Schools","primary",,,,,,,,,,"Vanuatu","Tafea","Aneityum",,"number","Minsitry of Education and Training",2024,"Annually",5
2024,,,"Education",,"Number Schools","secondary",,,,,,,,,,"Vanuatu","Tafea","Aneityum",,"number","Minsitry of Education and Training",2024,"Annually",2
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu",,,,"number","Minsitry of Education and Training",2024,"Annually",10
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu",,,,"number","Minsitry of Education and Training",2024,"Annually",39
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu",,,,"number","Minsitry of Education and Training",2024,"Annually",21
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Torba",,,"number","Minsitry of Education and Training",2024,"Annually",11
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Torba",,,"number","Minsitry of Education and Training",2024,"Annually",47
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Torba",,,"number","Minsitry of Education and Training",2024,"Annually",24
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Sanma",,,"number","Minsitry of Education and Training",2024,"Annually",8
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Sanma",,,"number","Minsitry of Education and Training",2024,"Annually",26
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Sanma",,,"number","Minsitry of Education and Training",2024,"Annually",9
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Penama",,,"number","Minsitry of Education and Training",2024,"Annually",11
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Penama",,,"number","Minsitry of Education and Training",2024,"Annually",21
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Penama",,,"number","Minsitry of Education and Training",2024,"Annually",18
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Malampa",,,"number","Minsitry of Education and Training",2024,"Annually",14
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Malampa",,,"number","Minsitry of Education and Training",2024,"Annually",41
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Malampa",,,"number","Minsitry of Education and Training",2024,"Annually",13
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Shefa",,,"number","Minsitry of Education and Training",2024,"Annually",9
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Shefa",,,"number","Minsitry of Education and Training",2024,"Annually",32
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Shefa",,,"number","Minsitry of Education and Training",2024,"Annually",18
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Tafea",,,"number","Minsitry of Education and Training",2024,"Annually",9
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Tafea",,,"number","Minsitry of Education and Training",2024,"Annually",26
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Tafea",,,"number","Minsitry of Education and Training",2024,"Annually",14
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Torba","Torres",,"number","Minsitry of Education and Training",2024,"Annually",6
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Torba","Torres",,"number","Minsitry of Education and Training",2024,"Annually",17
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Torba","Torres",,"number","Minsitry of Education and Training",2024,"Annually",10
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Torba","Ureparapara",,"number","Minsitry of Education and Training",2024,"Annually",13
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Torba","Ureparapara",,"number","Minsitry of Education and Training",2024,"Annually",25
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Torba","Motalava",,"number","Minsitry of Education and Training",2024,"Annually",6
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Torba","Motalava",,"number","Minsitry of Education and Training",2024,"Annually",33
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Torba","Motalava",,"number","Minsitry of Education and Training",2024,"Annually",8
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Torba","East Vanualava",,"number","Minsitry of Education and Training",2024,"Annually",7
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Torba","East Vanualava",,"number","Minsitry of Education and Training",2024,"Annually",21
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Torba","East Vanualava",,"number","Minsitry of Education and Training",2024,"Annually",10
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Torba","West Vanualava",,"number","Minsitry of Education and Training",2024,"Annually",6
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Torba","West Vanualava",,"number","Minsitry of Education and Training",2024,"Annually",30
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Torba","Mota",,"number","Minsitry of Education and Training",2024,"Annually",13
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Torba","Mota",,"number","Minsitry of Education and Training",2024,"Annually",43
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Torba","East Gaua",,"number","Minsitry of Education and Training",2024,"Annually",11
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Torba","East Gaua",,"number","Minsitry of Education and Training",2024,"Annually",95
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Torba","West Gaua",,"number","Minsitry of Education and Training",2024,"Annually",21
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Torba","West Gaua",,"number","Minsitry of Education and Training",2024,"Annually",49
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Torba","Merelava",,"number","Minsitry of Education and Training",2024,"Annually",9
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Torba","Merelava",,"number","Minsitry of Education and Training",2024,"Annually",25
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Sanma","Luganville",,"number","Minsitry of Education and Training",2024,"Annually",51
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Sanma","Luganville",,"number","Minsitry of Education and Training",2024,"Annually",161
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Sanma","Luganville",,"number","Minsitry of Education and Training",2024,"Annually",96
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Sanma","Big Bay Coast",,"number","Minsitry of Education and Training",2024,"Annually",4
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Sanma","Big Bay Coast",,"number","Minsitry of Education and Training",2024,"Annually",13
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Sanma","Big Bay Inland",,"number","Minsitry of Education and Training",2024,"Annually",20
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Sanma","Big Bay Inland",,"number","Minsitry of Education and Training",2024,"Annually",33
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Sanma","Big Bay Inland",,"number","Minsitry of Education and Training",2024,"Annually",17
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Sanma","Canal Fanafo",,"number","Minsitry of Education and Training",2024,"Annually",16
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Sanma","Canal Fanafo",,"number","Minsitry of Education and Training",2024,"Annually",34
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Sanma","Canal Fanafo",,"number","Minsitry of Education and Training",2024,"Annually",17
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"number","Minsitry of Education and Training",2024,"Annually",12
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"number","Minsitry of Education and Training",2024,"Annually",49
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Sanma","East Malo",,"number","Minsitry of Education and Training",2024,"Annually",15
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Sanma","East Santo",,"number","Minsitry of Education and Training",2024,"Annually",11
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Sanma","East Santo",,"number","Minsitry of Education and Training",2024,"Annually",25
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Sanma","East Santo",,"number","Minsitry of Education and Training",2024,"Annually",32
2024,,,"Education",,"Number Teachers","ecce",,,,,,,,,,"Vanuatu","Sanma","North West Santo",,"number","Minsitry of Education and Training",2024,"Annually",12
2024,,,"Education",,"Number Teachers","primary",,,,,,,,,,"Vanuatu","Sanma","North West Santo",,"number","Minsitry of Education and Training",2024,"Annually",74
2024,,,"Education",,"Number Teachers","secondary",,,,,,,,,,"Vanuatu","Sanma","North West Santo",,"number","Minsitry of Education and Training",2024,"Annually",26
